Year,County,Precinct,Gender,Percent,Number
2000,Palm Beach,1162,Male,0.094618391,82
2000,Palm Beach,1164,Male,0.934715812,81
2000,Palm Beach,1166,Male,0.658362543,78
2000,Palm Beach,1172,Male,0.451453027,75
2000,Palm Beach,1173,Male,0.169683289,31
2000,Palm Beach,1182,Male,0.138523941,0
2000,Palm Beach,1184,Male,0.61928075,18
2000,Palm Beach,1186,Male,0.872903399,99
2000,Palm Beach,1188,Male,0.902302132,64
2000,Palm Beach,1189,Male,0.666425905,95
2000,Palm Beach,1190,Male,0.224360239,17
2000,Palm Beach,1192,Male,0.994993464,68
2000,Palm Beach,1194,Male,0.035536067,16
2000,Palm Beach,1198,Male,0.977115635,79
2000,Palm Beach,1202,Male,0.632198867,34
2000,Palm Beach,1204,Male,0.977146993,30
2000,Palm Beach,1206,Male,0.115925084,68
2000,Palm Beach,1208,Male,0.512539839,37
2000,Palm Beach,1210,Male,0.945383554,82
2000,Palm Beach,1212,Male,0.113404836,72
2000,Palm Beach,1214,Male,0.068823198,64
2000,Palm Beach,1216,Male,0.493344042,80
2000,Palm Beach,1218,Male,0.618442711,65
2000,Palm Beach,1222,Male,0.980295636,73
2000,Palm Beach,1228,Male,0.880310332,27
2000,Palm Beach,1238,Male,0.615493233,32
2000,Palm Beach,1240,Male,0.56559865,88
2000,Palm Beach,1242,Male,0.194143266,66
2000,Palm Beach,1244,Male,0.108050126,3
2000,Palm Beach,1246,Male,0.606908032,96
2000,Palm Beach,1247,Male,0.036244774,7
2000,Palm Beach,1248,Male,0.85385929,74
2000,Palm Beach,1250,Male,0.15064113,26
2000,Palm Beach,1252,Male,0.448942874,26
2000,Palm Beach,1254,Male,0.41172039,97
2000,Palm Beach,1256,Male,0.050942046,92
2000,Palm Beach,1258,Male,0.418665255,2
2000,Palm Beach,1260,Male,0.539065004,72
2000,Palm Beach,1262,Male,0.278534324,8
2000,Palm Beach,1266,Male,0.64276737,69
2000,Palm Beach,1268,Male,0.673841794,71
2000,Palm Beach,1270,Male,0.671263933,45
2000,Palm Beach,1272,Male,0.790730953,86
2000,Palm Beach,1274,Male,0.107015825,40
2000,Palm Beach,1276,Male,0.310078795,72
2000,Palm Beach,1278,Male,0.661547935,91
2000,Palm Beach,1280,Male,0.285857693,3
2000,Palm Beach,1282,Male,0.382165229,53
2000,Palm Beach,1284,Male,0.400217456,8
2000,Palm Beach,1286,Male,0.62493633,97
2000,Palm Beach,1288,Male,0.99187938,55
2000,Palm Beach,1290,Male,0.326798783,19
2000,Palm Beach,1292,Male,0.592253875,86
2000,Palm Beach,1294,Male,0.09921386,10
2000,Palm Beach,1296,Male,0.343110407,17
2000,Palm Beach,1298,Male,0.022544644,62
2000,Palm Beach,1300,Male,0.811248955,48
2000,Palm Beach,1302,Male,0.679687885,24
2000,Palm Beach,1304,Male,0.565033735,58
2000,Palm Beach,1305,Male,0.886867395,69
2000,Palm Beach,1306,Male,0.171486171,90
2000,Palm Beach,1308,Male,0.733919135,47
2000,Palm Beach,1310,Male,0.948286011,96
2000,Palm Beach,1312,Male,0.663317732,7
2000,Palm Beach,1314,Male,0.884713208,87
2000,Palm Beach,1316,Male,0.64227357,41
2000,Palm Beach,1320,Male,0.676159098,31
2000,Palm Beach,1322,Male,0.878602687,52
2000,Palm Beach,1324,Male,0.943070924,49
2000,Palm Beach,1326,Male,0.561038279,68
2000,Palm Beach,1328,Male,0.248123808,81
2000,Palm Beach,1330,Male,0.224648608,86
2000,Palm Beach,1332,Male,0.615154019,26
2000,Palm Beach,1334,Male,0.329807547,37
2000,Palm Beach,1336,Male,0.030115087,64
2000,Palm Beach,1338,Male,0.417691121,85
2000,Palm Beach,1340,Male,0.317292509,25
2000,Palm Beach,1342,Male,0.152327742,86
2000,Palm Beach,1344,Male,0.026429429,6
2000,Palm Beach,1346,Male,0.183360005,49
2000,Palm Beach,1348,Male,0.186945315,15
2000,Palm Beach,1350,Male,0.208089598,52
2000,Palm Beach,1352,Male,0.251911527,29
2000,Palm Beach,1354,Male,0.346378486,35
2000,Palm Beach,1356,Male,0.091475353,29
2000,Palm Beach,1358,Male,0.807222157,61
2000,Palm Beach,1360,Male,0.277574499,60
2000,Palm Beach,1362,Male,0.042204852,77
2000,Palm Beach,1364,Male,0.481640369,86
2000,Palm Beach,1366,Male,0.380042487,58
2000,Palm Beach,1368,Male,0.254262895,6
2000,Palm Beach,1370,Male,0.995176359,30
2000,Palm Beach,1372,Male,0.933366012,85
2000,Palm Beach,1374,Male,0.232076528,99
2000,Palm Beach,1378,Male,0.10185828,12
2000,Palm Beach,1380,Male,0.306760656,29
2000,Palm Beach,1382,Male,0.278223634,96
2000,Palm Beach,1384,Male,0.541818918,45
2000,Palm Beach,1386,Male,0.761587704,46
2000,Palm Beach,1388,Male,0.049565496,43
2000,Palm Beach,1390,Male,0.768394773,69
2000,Palm Beach,1392,Male,0.638879596,35
2000,Palm Beach,1394,Male,0.165470915,5
2000,Palm Beach,2002,Male,0.941917614,11
2000,Palm Beach,2004,Male,0.006571009,79
2000,Palm Beach,2006,Male,0.399346396,84
2000,Palm Beach,2010,Male,0.408185655,61
2000,Palm Beach,2012,Male,0.388802878,62
2000,Palm Beach,2014,Male,0.849612701,51
2000,Palm Beach,2016,Male,0.716721995,12
2000,Palm Beach,2018,Male,0.097486055,14
2000,Palm Beach,2020,Male,0.62313634,83
2000,Palm Beach,2021,Male,0.982970558,14
2000,Palm Beach,2022,Male,0.083629914,49
2000,Palm Beach,2024,Male,0.362568671,40
2000,Palm Beach,2026,Male,0.646444891,62
2000,Palm Beach,2028,Male,0.979514905,81
2000,Palm Beach,2030,Male,0.071280343,41
2000,Palm Beach,2032,Male,0.199651755,61
2000,Palm Beach,2034,Male,0.272830006,11
2000,Palm Beach,2036,Male,0.56181887,33
2000,Palm Beach,2038,Male,0.116463197,13
2000,Palm Beach,2040,Male,0.962257026,72
2000,Palm Beach,2041,Male,0.845467942,28
2000,Palm Beach,2044,Male,0.426956072,1
2000,Palm Beach,2046,Male,0.547338287,8
2000,Palm Beach,2048,Male,0.889921228,18
2000,Palm Beach,2050,Male,0.503987876,82
2000,Palm Beach,2052,Male,0.841727153,53
2000,Palm Beach,2054,Male,0.111977457,1
2000,Palm Beach,2056,Male,0.085273999,32
2000,Palm Beach,2058,Male,0.549349046,58
2000,Palm Beach,2060,Male,0.650777742,17
2000,Palm Beach,2062,Male,0.370164028,85
2000,Palm Beach,2064,Male,0.534860316,32
2000,Palm Beach,2066,Male,0.32160648,54
2000,Palm Beach,2068,Male,0.137540601,43
2000,Palm Beach,2070,Male,0.314024388,59
2000,Palm Beach,2072,Male,0.601553003,65
2000,Palm Beach,2076,Male,0.69209379,95
2000,Palm Beach,2078,Male,0.870514793,88
2000,Palm Beach,2080,Male,0.704304926,64
2000,Palm Beach,2081,Male,0.273147601,10
2000,Palm Beach,2082,Male,0.834947822,48
2000,Palm Beach,2083,Male,0.035794439,92
2000,Palm Beach,2084,Male,0.190398174,7
2000,Palm Beach,2085,Male,0.398805733,94
2000,Palm Beach,2086,Male,0.93417634,87
2000,Palm Beach,2087,Male,0.8728508,5
2000,Palm Beach,2088,Male,0.121984762,60
2000,Palm Beach,2090,Male,0.393128101,26
2000,Palm Beach,2092,Male,0.137796348,89
2000,Palm Beach,2094,Male,0.232317755,64
2000,Palm Beach,2096,Male,0.220262849,16
2000,Palm Beach,2097,Male,0.741858018,96
2000,Palm Beach,2098,Male,0.910765845,55
2000,Palm Beach,2100,Male,0.020020595,96
2000,Palm Beach,2102,Male,0.131981761,79
2000,Palm Beach,2104,Male,0.919907914,73
2000,Palm Beach,2106,Male,0.776640628,98
2000,Palm Beach,2108,Male,0.211096938,61
2000,Palm Beach,2110,Male,0.208357358,49
2000,Palm Beach,2112,Male,0.211664561,78
2000,Palm Beach,2114,Male,0.212878578,23
2000,Palm Beach,2115,Male,0.446465686,76
2000,Palm Beach,2116,Male,0.828908108,0
2000,Palm Beach,2117,Male,0.293772887,11
2000,Palm Beach,2120,Male,0.76697557,88
2000,Palm Beach,2122,Male,0.791826338,50
2000,Palm Beach,2124,Male,0.148478204,35
2000,Palm Beach,2125,Male,0.972990783,15
2000,Palm Beach,2126,Male,0.464936401,65
2000,Palm Beach,2127,Male,0.221835622,75
2000,Palm Beach,2130,Male,0.008262564,40
2000,Palm Beach,2132,Male,0.671802608,71
2000,Palm Beach,2134,Male,0.029730901,88
2000,Palm Beach,2136,Male,0.1694112,96
2000,Palm Beach,2138,Male,0.169831183,9
2000,Palm Beach,2140,Male,0.435076624,87
2000,Palm Beach,2142,Male,0.338103962,76
2000,Palm Beach,2144,Male,0.457395471,31
2000,Palm Beach,2146,Male,0.460091702,82
2000,Palm Beach,2150,Male,0.863532452,53
2000,Palm Beach,2152,Male,0.177515149,77
2000,Palm Beach,2154,Male,0.750605479,16
2000,Palm Beach,2156,Male,0.012794173,49
2000,Palm Beach,2158,Male,0.1462795,43
2000,Palm Beach,2160,Male,0.377625961,67
2000,Palm Beach,2162,Male,0.79561531,36
2000,Palm Beach,2164,Male,0.676432088,78
2000,Palm Beach,2166,Male,0.928710283,94
2000,Palm Beach,2170,Male,0.389350272,5
2000,Palm Beach,2172,Male,0.965777726,79
2000,Palm Beach,2174,Male,0.5173882,45
2000,Palm Beach,2182,Male,0.636033856,95
2000,Palm Beach,2184,Male,0.661194877,59
2000,Palm Beach,2186,Male,0.794415445,31
2000,Palm Beach,2188,Male,0.727722807,90
2000,Palm Beach,2190,Male,0.785114061,20
2000,Palm Beach,2192,Male,0.832650345,80
2000,Palm Beach,2194,Male,0.513970628,94
2000,Palm Beach,2196,Male,0.290545407,61
2000,Palm Beach,2198,Male,0.41609832,74
2000,Palm Beach,2202,Male,0.565626495,54
2000,Palm Beach,2204,Male,0.674793419,29
2000,Palm Beach,2206,Male,0.006281373,19
2000,Palm Beach,2208,Male,0.608182665,98
2000,Palm Beach,2210,Male,0.64342914,53
2000,Palm Beach,2214,Male,0.780545575,42
2000,Palm Beach,2216,Male,0.830813746,72
2000,Palm Beach,2218,Male,0.689986073,69
2000,Palm Beach,3002,Male,0.023499551,83
2000,Palm Beach,3004,Male,0.182749809,86
2000,Palm Beach,3006,Male,0.227342648,29
2000,Palm Beach,3010,Male,0.263394613,82
2000,Palm Beach,3012,Male,0.394224407,70
2000,Palm Beach,3014,Male,0.515248401,63
2000,Palm Beach,3016,Male,0.420024399,30
2000,Palm Beach,3018,Male,0.624028143,39
2000,Palm Beach,3020,Male,0.847599609,52
2000,Palm Beach,3022,Male,0.182142005,90
2000,Palm Beach,3024,Male,0.280589079,65
2000,Palm Beach,3028,Male,0.184582225,45
2000,Palm Beach,3030,Male,0.005465195,96
2000,Palm Beach,3032,Male,0.485716977,60
2000,Palm Beach,3034,Male,0.558357259,33
2000,Palm Beach,3036,Male,0.289839414,10
2000,Palm Beach,3038,Male,0.076011094,50
2000,Palm Beach,3040,Male,0.614461114,93
2000,Palm Beach,3042,Male,0.165019908,44
2000,Palm Beach,3044,Male,0.059851236,98
2000,Palm Beach,3048,Male,0.343175286,52
2000,Palm Beach,3050,Male,0.618025685,50
2000,Palm Beach,3052,Male,0.902319884,92
2000,Palm Beach,3058,Male,0.336961337,65
2000,Palm Beach,3060,Male,0.588635816,95
2000,Palm Beach,3062,Male,0.255538248,54
2000,Palm Beach,3064,Male,0.602070921,8
2000,Palm Beach,3066,Male,0.574126306,51
2000,Palm Beach,3068,Male,0.317592919,2
2000,Palm Beach,3070,Male,0.984527948,36
2000,Palm Beach,3072,Male,0.340405182,83
2000,Palm Beach,3074,Male,0.390556195,8
2000,Palm Beach,3075,Male,0.873221136,35
2000,Palm Beach,3076,Male,0.204481868,18
2000,Palm Beach,3078,Male,0.456017247,71
2000,Palm Beach,3080,Male,0.950490778,41
2000,Palm Beach,3082,Male,0.647088988,64
2000,Palm Beach,3084,Male,0.248776864,30
2000,Palm Beach,3086,Male,0.951743964,21
2000,Palm Beach,3088,Male,0.943924662,19
2000,Palm Beach,3090,Male,0.7632181,36
2000,Palm Beach,3092,Male,0.35313805,94
2000,Palm Beach,3094,Male,0.142522018,9
2000,Palm Beach,3096,Male,0.56031941,98
2000,Palm Beach,3098,Male,0.404103695,1
2000,Palm Beach,3100,Male,0.189241351,51
2000,Palm Beach,3102,Male,0.568063469,22
2000,Palm Beach,3104,Male,0.816543255,27
2000,Palm Beach,3106,Male,0.800961777,89
2000,Palm Beach,3108,Male,0.945218911,23
2000,Palm Beach,3110,Male,0.562700958,44
2000,Palm Beach,3112,Male,0.799442532,44
2000,Palm Beach,3114,Male,0.910180019,97
2000,Palm Beach,3116,Male,0.710741587,84
2000,Palm Beach,3118,Male,0.54315209,6
2000,Palm Beach,3120,Male,0.724651208,35
2000,Palm Beach,3122,Male,0.809275333,74
2000,Palm Beach,3124,Male,0.85354688,68
2000,Palm Beach,3126,Male,0.16503453,35
2000,Palm Beach,3128,Male,0.196002022,12
2000,Palm Beach,3130,Male,0.552066138,24
2000,Palm Beach,3132,Male,0.514305675,78
2000,Palm Beach,3133,Male,0.713698335,73
2000,Palm Beach,3134,Male,0.679283017,34
2000,Palm Beach,3136,Male,0.179215093,14
2000,Palm Beach,3138,Male,0.389846782,93
2000,Palm Beach,3140,Male,0.947996425,32
2000,Palm Beach,3142,Male,0.190285616,82
2000,Palm Beach,3144,Male,0.018967441,64
2000,Palm Beach,3146,Male,0.480072047,41
2000,Palm Beach,3148,Male,0.993699357,66
2000,Palm Beach,3150,Male,0.978661429,35
2000,Palm Beach,3152,Male,0.245062045,29
2000,Palm Beach,3154,Male,0.216677489,73
2000,Palm Beach,3156,Male,0.334150051,33
2000,Palm Beach,3158,Male,0.687990311,14
2000,Palm Beach,3160,Male,0.066050511,55
2000,Palm Beach,3162,Male,0.561166564,51
2000,Palm Beach,3164,Male,0.78124124,69
2000,Palm Beach,3166,Male,0.647774193,37
2000,Palm Beach,3168,Male,0.299300554,7
2000,Palm Beach,3170,Male,0.461746786,49
2000,Palm Beach,3172,Male,0.801600997,23
2000,Palm Beach,3174,Male,0.926042153,68
2000,Palm Beach,3176,Male,0.044727278,62
2000,Palm Beach,3182,Male,0.28625473,1
2000,Palm Beach,3185,Male,0.422711896,48
2000,Palm Beach,3186,Male,0.33549492,73
2000,Palm Beach,3187,Male,0.465906232,36
2000,Palm Beach,3188,Male,0.951441259,47
2000,Palm Beach,3190,Male,0.610214831,24
2000,Palm Beach,3192,Male,0.640595839,25
2000,Palm Beach,3194,Male,0.378941085,74
2000,Palm Beach,3196,Male,0.266845141,84
2000,Palm Beach,3198,Male,0.119989924,31
2000,Palm Beach,3200,Male,0.859890529,97
2000,Palm Beach,3202,Male,0.880347133,53
2000,Palm Beach,4002,Male,0.299691461,54
2000,Palm Beach,4004,Male,0.058230456,82
2000,Palm Beach,4006,Male,0.192972655,91
2000,Palm Beach,4008,Male,0.496749418,8
2000,Palm Beach,4010,Male,0.535082022,90
2000,Palm Beach,4012,Male,0.414127531,60
2000,Palm Beach,4014,Male,0.156697462,81
2000,Palm Beach,4016,Male,0.63277014,95
2000,Palm Beach,4018,Male,0.751468211,58
2000,Palm Beach,4020,Male,0.676892532,50
2000,Palm Beach,4022,Male,0.239990877,86
2000,Palm Beach,4024,Male,0.986799873,42
2000,Palm Beach,4026,Male,0.971549576,82
2000,Palm Beach,4028,Male,0.669292393,17
2000,Palm Beach,4030,Male,0.46135951,70
2000,Palm Beach,4034,Male,0.621410961,78
2000,Palm Beach,4036,Male,0.573114288,50
2000,Palm Beach,4038,Male,0.465961695,73
2000,Palm Beach,4044,Male,0.972023789,90
2000,Palm Beach,4046,Male,0.859439552,29
2000,Palm Beach,4048,Male,0.057663462,24
2000,Palm Beach,4050,Male,0.265521631,90
2000,Palm Beach,4052,Male,0.927885032,96
2000,Palm Beach,4053,Male,0.204286053,81
2000,Palm Beach,4054,Male,0.305757253,51
2000,Palm Beach,4058,Male,0.53990758,36
2000,Palm Beach,4060,Male,0.238459336,50
2000,Palm Beach,4062,Male,0.275663626,97
2000,Palm Beach,4064,Male,0.100794496,39
2000,Palm Beach,4072,Male,0.165581016,93
2000,Palm Beach,4074,Male,0.418333802,2
2000,Palm Beach,4076,Male,0.064815924,42
2000,Palm Beach,4078,Male,0.392498997,90
2000,Palm Beach,4082,Male,0.144358523,10
2000,Palm Beach,4084,Male,0.716203025,30
2000,Palm Beach,4086,Male,0.747918837,17
2000,Palm Beach,4088,Male,0.838776643,99
2000,Palm Beach,4090,Male,0.176640685,65
2000,Palm Beach,4094,Male,0.647826082,28
2000,Palm Beach,4096,Male,0.502285717,89
2000,Palm Beach,4098,Male,0.089428229,42
2000,Palm Beach,4100,Male,0.402008856,92
2000,Palm Beach,4102,Male,0.105710274,60
2000,Palm Beach,4104,Male,0.168507217,71
2000,Palm Beach,4106,Male,0.913824244,55
2000,Palm Beach,4108,Male,0.879952583,61
2000,Palm Beach,4110,Male,0.3856447,95
2000,Palm Beach,4112,Male,0.336767825,84
2000,Palm Beach,4114,Male,0.251161831,89
2000,Palm Beach,4116,Male,0.463260429,91
2000,Palm Beach,4118,Male,0.771485605,36
2000,Palm Beach,4120,Male,0.35507144,91
2000,Palm Beach,4122,Male,0.856146842,84
2000,Palm Beach,4124,Male,0.201668278,19
2000,Palm Beach,4126,Male,0.029915428,91
2000,Palm Beach,4128,Male,0.640813174,68
2000,Palm Beach,4129,Male,0.404891986,49
2000,Palm Beach,4130,Male,0.921997555,31
2000,Palm Beach,4132,Male,0.494111106,80
2000,Palm Beach,4134,Male,0.599063916,77
2000,Palm Beach,4136,Male,0.07901986,5
2000,Palm Beach,4138,Male,0.876659818,88
2000,Palm Beach,4140,Male,0.243790447,77
2000,Palm Beach,4142,Male,0.032291689,34
2000,Palm Beach,4144,Male,0.550547143,76
2000,Palm Beach,4146,Male,0.059670548,30
2000,Palm Beach,4148,Male,0.633854346,17
2000,Palm Beach,4150,Male,0.249299782,81
2000,Palm Beach,4152,Male,0.986004862,85
2000,Palm Beach,4154,Male,0.129912748,5
2000,Palm Beach,4156,Male,0.595108361,59
2000,Palm Beach,4158,Male,0.817207883,26
2000,Palm Beach,4160,Male,0.041787914,43
2000,Palm Beach,4162,Male,0.526680698,32
2000,Palm Beach,4164,Male,0.639670726,43
2000,Palm Beach,4166,Male,0.263450734,10
2000,Palm Beach,4168,Male,0.898322979,81
2000,Palm Beach,4170,Male,0.27543346,42
2000,Palm Beach,4172,Male,0.142384462,30
2000,Palm Beach,4174,Male,0.274525075,50
2000,Palm Beach,4176,Male,0.166833481,89
2000,Palm Beach,4178,Male,0.900198198,100
2000,Palm Beach,4180,Male,0.828535832,66
2000,Palm Beach,4182,Male,0.333363772,99
2000,Palm Beach,4184,Male,0.269546758,20
2000,Palm Beach,4186,Male,0.611976652,59
2000,Palm Beach,4188,Male,0.564762223,83
2000,Palm Beach,4190,Male,0.275486963,95
2000,Palm Beach,4192,Male,0.646636495,64
2000,Palm Beach,4194,Male,0.116762512,31
2000,Palm Beach,4196,Male,0.585783422,96
2000,Palm Beach,4198,Male,0.281137277,84
2000,Palm Beach,4200,Male,0.012958789,60
2000,Palm Beach,4202,Male,0.546753357,40
2000,Palm Beach,4204,Male,0.607822556,49
2000,Palm Beach,4206,Male,0.81914522,7
2000,Palm Beach,4208,Male,0.877478111,95
2000,Palm Beach,4210,Male,0.281198007,92
2000,Palm Beach,4212,Male,0.055664978,51
2000,Palm Beach,4214,Male,0.853247329,4
2000,Palm Beach,4216,Male,0.477535392,86
2000,Palm Beach,4218,Male,0.94534156,27
2000,Palm Beach,4220,Male,0.371385906,94
2000,Palm Beach,4222,Male,0.9946835,3
2000,Palm Beach,4224,Male,0.919450884,1
2000,Palm Beach,4226,Male,0.914332761,52
2000,Palm Beach,4228,Male,0.590314766,8
2000,Palm Beach,4230,Male,0.906069778,64
2000,Palm Beach,5002,Male,0.674620383,61
2000,Palm Beach,5003,Male,0.443988361,5
2000,Palm Beach,5004,Male,0.836502578,100
2000,Palm Beach,5005,Male,0.034493338,45
2000,Palm Beach,5006,Male,0.018899147,3
2000,Palm Beach,5007,Male,0.454970254,39
2000,Palm Beach,5008,Male,0.702429355,70
2000,Palm Beach,5009,Male,0.269684981,96
2000,Palm Beach,5010,Male,0.434840848,53
2000,Palm Beach,5012,Male,0.435676652,68
2000,Palm Beach,5014,Male,0.651594389,77
2000,Palm Beach,5016,Male,0.816150712,37
2000,Palm Beach,5018,Male,0.107373433,76
2000,Palm Beach,5020,Male,0.739527077,7
2000,Palm Beach,5022,Male,0.347619754,70
2000,Palm Beach,5024,Male,0.478914314,64
2000,Palm Beach,5026,Male,0.757858446,34
2000,Palm Beach,5028,Male,0.935348363,96
2000,Palm Beach,5030,Male,0.615653661,47
2000,Palm Beach,5032,Male,0.833264447,69
2000,Palm Beach,5034,Male,0.135575323,73
2000,Palm Beach,5036,Male,0.945061282,37
2000,Palm Beach,5038,Male,0.519085734,68
2000,Palm Beach,5040,Male,0.863027623,34
2000,Palm Beach,5042,Male,0.652693009,81
2000,Palm Beach,5044,Male,0.046443328,80
2000,Palm Beach,5046,Male,0.427220967,47
2000,Palm Beach,5048,Male,0.60389469,98
2000,Palm Beach,5050,Male,0.764236247,96
2000,Palm Beach,5052,Male,0.120746937,34
2000,Palm Beach,5054,Male,0.459531203,9
2000,Palm Beach,5055,Male,0.314410353,75
2000,Palm Beach,5056,Male,0.730596231,46
2000,Palm Beach,5058,Male,0.020205276,81
2000,Palm Beach,5060,Male,0.230473517,59
2000,Palm Beach,5062,Male,0.494868829,68
2000,Palm Beach,5064,Male,0.783264138,9
2000,Palm Beach,5066,Male,0.954928034,76
2000,Palm Beach,5068,Male,0.662462071,21
2000,Palm Beach,5070,Male,0.591561547,48
2000,Palm Beach,5072,Male,0.817180486,4
2000,Palm Beach,5074,Male,0.483183043,11
2000,Palm Beach,5076,Male,0.586202416,65
2000,Palm Beach,5078,Male,0.302657529,92
2000,Palm Beach,5080,Male,0.011644206,17
2000,Palm Beach,5082,Male,0.297450756,94
2000,Palm Beach,5084,Male,0.469163713,14
2000,Palm Beach,5086,Male,0.36035885,38
2000,Palm Beach,5088,Male,0.541985338,11
2000,Palm Beach,5090,Male,0.519407997,10
2000,Palm Beach,5092,Male,0.734477225,22
2000,Palm Beach,5094,Male,0.918597255,19
2000,Palm Beach,5096,Male,0.942879891,40
2000,Palm Beach,5098,Male,0.266271429,53
2000,Palm Beach,5100,Male,0.301643338,96
2000,Palm Beach,5102,Male,0.235572483,82
2000,Palm Beach,5104,Male,0.563126591,83
2000,Palm Beach,5106,Male,0.189924333,3
2000,Palm Beach,5108,Male,0.132200579,59
2000,Palm Beach,5110,Male,0.6096571,76
2000,Palm Beach,5111,Male,0.34534436,86
2000,Palm Beach,5112,Male,0.666239442,73
2000,Palm Beach,5113,Male,0.791195708,68
2000,Palm Beach,5114,Male,0.002148051,1
2000,Palm Beach,5115,Male,0.993409175,50
2000,Palm Beach,5116,Male,0.718155304,11
2000,Palm Beach,5117,Male,0.977720443,61
2000,Palm Beach,5118,Male,0.896954266,64
2000,Palm Beach,5119,Male,0.492500121,48
2000,Palm Beach,5120,Male,0.269877911,89
2000,Palm Beach,5122,Male,0.571040932,4
2000,Palm Beach,5124,Male,0.761140314,74
2000,Palm Beach,5126,Male,0.39960989,19
2000,Palm Beach,5128,Male,0.321427792,79
2000,Palm Beach,5130,Male,0.145148262,5
2000,Palm Beach,5132,Male,0.850653513,99
2000,Palm Beach,5134,Male,0.014279076,82
2000,Palm Beach,5136,Male,0.629053731,61
2000,Palm Beach,5138,Male,0.171470688,53
2000,Palm Beach,5140,Male,0.669410717,6
2000,Palm Beach,5142,Male,0.89323726,51
2000,Palm Beach,5144,Male,0.347313366,48
2000,Palm Beach,5146,Male,0.303201436,26
2000,Palm Beach,5148,Male,0.747646184,83
2000,Palm Beach,5150,Male,0.992562475,20
2000,Palm Beach,5152,Male,0.82223298,48
2000,Palm Beach,5154,Male,0.173182662,77
2000,Palm Beach,5156,Male,0.167867948,68
2000,Palm Beach,5158,Male,0.399785322,71
2000,Palm Beach,5160,Male,0.212662754,47
2000,Palm Beach,5162,Male,0.23039908,91
2000,Palm Beach,5164,Male,0.545206056,99
2000,Palm Beach,5166,Male,0.507526241,37
2000,Palm Beach,5168,Male,0.415028794,12
2000,Palm Beach,5170,Male,0.71801065,31
2000,Palm Beach,5172,Male,0.647406585,57
2000,Palm Beach,5174,Male,0.883209184,26
2000,Palm Beach,5176,Male,0.139833187,14
2000,Palm Beach,5178,Male,0.146267433,32
