"id","Precinct","County","Gender","Year","Percent","Number"
"ALA46","46","Alachua","Male",2000,0.667493785033002,79
"ALA47","47","Alachua","Male",2000,0.350046523148194,29
"ALA48","48","Alachua","Male",2000,0.169771821238101,60
"ALA36","36","Alachua","Male",2000,0.801858915016055,43
"ALA50","50","Alachua","Male",2000,0.517783480929211,68
"ALA51","51","Alachua","Male",2000,0.375369242625311,60
"ALA52","52","Alachua","Male",2000,0.906837509712204,50
"ALA53","53","Alachua","Male",2000,0.340320711955428,64
"ALA54","54","Alachua","Male",2000,0.0544541208073497,33
"ALA49","49","Alachua","Male",2000,0.528433075873181,82
"BAK  4C","4C","Baker","Male",2000,0.158983616856858,71
"BAK  4D","4D","Baker","Male",2000,0.739369087386876,16
"BAK  5A","5A","Baker","Male",2000,0.57534682075493,3
"BAK  1A","1A","Baker","Male",2000,0.385405821958557,60
"BAK  2A","2A","Baker","Male",2000,0.0165665578097105,57
"BAK  3A","3A","Baker","Male",2000,0.943890196504071,82
"BAK  6A","6A","Baker","Male",2000,0.716809796867892,4
"BAK  4B","4B","Baker","Male",2000,0.101211893605068,32
"BAK  4A","4A","Baker","Male",2000,0.343013900099322,67
"BAY 35","35","Bay","Male",2000,0.809685067506507,87
"BAY 30","30","Bay","Male",2000,0.522395855514333,84
"BAY  1","1","Bay","Male",2000,0.607759688515216,5
"BAY 44","44","Bay","Male",2000,0.219543919432908,39
"BAY 16","16","Bay","Male",2000,0.762770539149642,25
"BAY  9","9","Bay","Male",2000,0.660612398758531,53
"BAY 20","20","Bay","Male",2000,0.0822276647668332,74
"BAY 10","10","Bay","Male",2000,0.751584245590493,1
"BAY 40","40","Bay","Male",2000,0.00598584394901991,95
"BAY 41","41","Bay","Male",2000,0.253871115157381,38
"BAY 27","27","Bay","Male",2000,0.436288924654946,49
"BAY 32","32","Bay","Male",2000,0.692901229253039,76
"BAY 42","42","Bay","Male",2000,0.062199265928939,34
"BAY 43","43","Bay","Male",2000,0.479616053635255,76
"BAY 26","26","Bay","Male",2000,0.84018539218232,39
"BAY 21","21","Bay","Male",2000,0.531055449740961,86
"BAY 15","15","Bay","Male",2000,0.407935696654022,17
"BAY 25","25","Bay","Male",2000,0.874545818427578,36
"BAY 14","14","Bay","Male",2000,0.230112769640982,66
"BAY 24","24","Bay","Male",2000,0.940375848440453,13
"BAY 22","22","Bay","Male",2000,0.208141457987949,77
"BAY 12","12","Bay","Male",2000,0.914995155064389,61
"BAY 31","31","Bay","Male",2000,0.224385503679514,83
"BAY 23","23","Bay","Male",2000,0.148012989433482,1
"BAY 34","34","Bay","Male",2000,0.830009651370347,43
"BAY 28","28","Bay","Male",2000,0.752502512186766,23
"BAY  7","7","Bay","Male",2000,0.113261391175911,98
"BAY 38","38","Bay","Male",2000,0.459187984932214,98
"BAY  3","3","Bay","Male",2000,0.0964919982943684,17
"BAY  6","6","Bay","Male",2000,0.189174091909081,68
"BAY 37","37","Bay","Male",2000,0.298485029023141,91
"BAY 33","33","Bay","Male",2000,0.419700657948852,11
"BAY  2","2","Bay","Male",2000,0.941598610486835,15
"BAY 36","36","Bay","Male",2000,0.784220276866108,42
"BAY 39","39","Bay","Male",2000,0.40669803484343,87
"BAY  5","5","Bay","Male",2000,0.308406901312992,40
"BAY  8","8","Bay","Male",2000,0.928281644592062,84
"BAY  4","4","Bay","Male",2000,0.58346451073885,29
"BAY 19","19","Bay","Male",2000,0.349259429844096,2
"BAY 11","11","Bay","Male",2000,0.941276224097237,57
"BAY 29","29","Bay","Male",2000,0.776724338298663,71
"BAY 17","17","Bay","Male",2000,0.475160914240405,42
"BAY 13","13","Bay","Male",2000,0.990602128906175,99
"BAY 18","18","Bay","Male",2000,0.165669345296919,37
"BRA 14","14","Bradford","Male",2000,0.664085950935259,39
"BRA  2","2","Bradford","Male",2000,0.93701966968365,68
"BRA  3","3","Bradford","Male",2000,0.134933478431776,68
"BRA 13","13","Bradford","Male",2000,0.541380366310477,23
"BRA  5","5","Bradford","Male",2000,0.956089731073007,69
"BRA  6","6","Bradford","Male",2000,0.65637517394498,18
"BRA  7","7","Bradford","Male",2000,0.406677866121754,49
"BRA  4","4","Bradford","Male",2000,0.271239316090941,84
"BRA  1","1","Bradford","Male",2000,0.513297196477652,57
"BRA 10","10","Bradford","Male",2000,0.756541316863149,20
"BRA 11","11","Bradford","Male",2000,0.172948068939149,4
"BRA 12","12","Bradford","Male",2000,0.0757892259862274,36
"BRA  8","8","Bradford","Male",2000,0.928066830849275,43
"BRA  9","9","Bradford","Male",2000,0.523273480590433,78
"BRE310","310","Brevard","Male",2000,0.530028350418434,100
"BRE308","308","Brevard","Male",2000,0.477813768899068,95
"BRE309","309","Brevard","Male",2000,0.822262902045622,7
"BRE231","231","Brevard","Male",2000,0.459407359594479,86
"BRE233","233","Brevard","Male",2000,0.331983610289171,73
"BRE234","234","Brevard","Male",2000,0.0661662865895778,30
"BRE235","235","Brevard","Male",2000,0.990626324899495,16
"BRE236","236","Brevard","Male",2000,0.179960157955065,28
"BRE237","237","Brevard","Male",2000,0.887832874199376,25
"BRE238","238","Brevard","Male",2000,0.117360275471583,84
"BRE239","239","Brevard","Male",2000,0.220807027537376,20
"BRE240","240","Brevard","Male",2000,0.539396707434207,32
"BRE300","300","Brevard","Male",2000,0.0691317445598543,68
"BRE301","301","Brevard","Male",2000,0.360676171258092,3
"BRE302","302","Brevard","Male",2000,0.246033923234791,97
"BRE303","303","Brevard","Male",2000,0.63797333673574,53
"BRE304","304","Brevard","Male",2000,0.305524231866002,60
"BRE305","305","Brevard","Male",2000,0.235953493742272,39
"BRE306","306","Brevard","Male",2000,0.518104343442246,79
"BRE307","307","Brevard","Male",2000,0.139291274361312,99
"BRE100","100","Brevard","Male",2000,0.30031412304379,81
"BRE102","102","Brevard","Male",2000,0.907305113971233,88
"BRE103","103","Brevard","Male",2000,0.0708445173222572,91
"BRE104","104","Brevard","Male",2000,0.342477732570842,56
"BRE105","105","Brevard","Male",2000,0.33535050903447,100
"BRE106","106","Brevard","Male",2000,0.0954141514375806,50
"BRE107","107","Brevard","Male",2000,0.814733998849988,88
"BRE108","108","Brevard","Male",2000,0.481897569261491,78
"BRE109","109","Brevard","Male",2000,0.123446689685807,87
"BRE111","111","Brevard","Male",2000,0.635130661074072,25
"BRE112","112","Brevard","Male",2000,0.609425999457017,80
"BRE113","113","Brevard","Male",2000,0.761461626272649,35
"BRE114","114","Brevard","Male",2000,0.965217848075554,77
"BRE115","115","Brevard","Male",2000,0.844040148891509,77
"BRE116","116","Brevard","Male",2000,0.349125375505537,96
"BRE118","118","Brevard","Male",2000,0.876599631039426,58
"BRE120","120","Brevard","Male",2000,0.621932436246425,40
"BRE121","121","Brevard","Male",2000,0.754512618528679,81
"BRE122","122","Brevard","Male",2000,0.813304333947599,31
"BRE123","123","Brevard","Male",2000,0.937137705506757,53
"BRE124","124","Brevard","Male",2000,0.0382814237382263,48
"BRE125","125","Brevard","Male",2000,0.517518362728879,78
"BRE126","126","Brevard","Male",2000,0.3866843781434,74
"BRE127","127","Brevard","Male",2000,0.0568448684643954,37
"BRE128","128","Brevard","Male",2000,0.841243833536282,30
"BRE129","129","Brevard","Male",2000,0.452168631367385,43
"BRE130","130","Brevard","Male",2000,0.286231477744877,13
"BRE131","131","Brevard","Male",2000,0.768262999132276,21
"BRE132","132","Brevard","Male",2000,0.188449776731431,46
"BRE133","133","Brevard","Male",2000,0.977800582768396,25
"BRE134","134","Brevard","Male",2000,0.12363201379776,9
"BRE135","135","Brevard","Male",2000,0.174457834102213,33
"BRE136","136","Brevard","Male",2000,0.779904558556154,54
"BRE200","200","Brevard","Male",2000,0.997671171324328,56
"BRE201","201","Brevard","Male",2000,0.0463093910366297,40
"BRE202","202","Brevard","Male",2000,0.256800242001191,70
"BRE203","203","Brevard","Male",2000,0.963979925960302,7
"BRE204","204","Brevard","Male",2000,0.101732349023223,18
"BRE205","205","Brevard","Male",2000,0.404493247158825,5
"BRE206","206","Brevard","Male",2000,0.241542008938268,11
"BRE207","207","Brevard","Male",2000,0.782959476113319,64
"BRE208","208","Brevard","Male",2000,0.675027586054057,20
"BRE209","209","Brevard","Male",2000,0.199822757160291,98
"BRE210","210","Brevard","Male",2000,0.402798834489658,53
"BRE211","211","Brevard","Male",2000,0.361213958356529,56
"BRE212","212","Brevard","Male",2000,0.0228587244637311,50
"BRE213","213","Brevard","Male",2000,0.625885333865881,48
"BRE214","214","Brevard","Male",2000,0.355633007129654,18
"BRE215","215","Brevard","Male",2000,0.901374337961897,96
"BRE216","216","Brevard","Male",2000,0.183319792384282,59
"BRE217","217","Brevard","Male",2000,0.691073087276891,95
"BRE218","218","Brevard","Male",2000,0.859847641084343,21
"BRE219","219","Brevard","Male",2000,0.518299205228686,72
"BRE220","220","Brevard","Male",2000,0.983381115598604,21
"BRE221","221","Brevard","Male",2000,0.626588864019141,7
"BRE222","222","Brevard","Male",2000,0.901090605184436,73
"BRE223","223","Brevard","Male",2000,0.278706100769341,76
"BRE224","224","Brevard","Male",2000,0.280599105637521,98
"BRE225","225","Brevard","Male",2000,0.79023955296725,47
"BRE226","226","Brevard","Male",2000,0.442470189416781,62
"BRE227","227","Brevard","Male",2000,0.796597013482824,94
"BRE228","228","Brevard","Male",2000,0.924924951279536,78
"BRE229","229","Brevard","Male",2000,0.285612059058622,80
"BRE230","230","Brevard","Male",2000,0.122713612625375,4
"BRE0","0","Brevard","Male",2000,0.302611271152273,30
"BRE408","408","Brevard","Male",2000,0.852882175706327,100
"BRE409","409","Brevard","Male",2000,0.746747411321849,6
"BRE410","410","Brevard","Male",2000,0.338804286206141,45
"BRE411","411","Brevard","Male",2000,0.0107597082387656,74
"BRE412","412","Brevard","Male",2000,0.414097719825804,63
"BRE414","414","Brevard","Male",2000,0.53074900014326,99
"BRE415","415","Brevard","Male",2000,0.184857027838007,87
"BRE416","416","Brevard","Male",2000,0.893771064002067,29
"BRE417","417","Brevard","Male",2000,0.958619344746694,86
"BRE418","418","Brevard","Male",2000,0.211013819556683,81
"BRE419","419","Brevard","Male",2000,0.920358255272731,35
"BRE420","420","Brevard","Male",2000,0.762741665355861,73
"BRE421","421","Brevard","Male",2000,0.768950056284666,9
"BRE422","422","Brevard","Male",2000,0.102201555855572,53
"BRE424","424","Brevard","Male",2000,0.945423003984615,82
"BRE425","425","Brevard","Male",2000,0.28651500493288,2
"BRE426","426","Brevard","Male",2000,0.546461111633107,79
"BRE427","427","Brevard","Male",2000,0.591649624286219,60
"BRE428","428","Brevard","Male",2000,0.228350256104022,58
"BRE311","311","Brevard","Male",2000,0.132843463914469,23
"BRE312","312","Brevard","Male",2000,0.525556867942214,63
"BRE313","313","Brevard","Male",2000,0.630635147448629,38
"BRE314","314","Brevard","Male",2000,0.353784062201157,39
"BRE315","315","Brevard","Male",2000,0.470146836712956,46
"BRE316","316","Brevard","Male",2000,0.954469160875306,65
"BRE317","317","Brevard","Male",2000,0.497065944364294,55
"BRE318","318","Brevard","Male",2000,0.864811141742393,19
"BRE319","319","Brevard","Male",2000,0.420815280172974,5
"BRE320","320","Brevard","Male",2000,0.610753358574584,89
"BRE321","321","Brevard","Male",2000,0.878816708922386,54
"BRE322","322","Brevard","Male",2000,0.662030579056591,72
"BRE323","323","Brevard","Male",2000,0.422493764432147,14
"BRE324","324","Brevard","Male",2000,0.816046987194568,31
"BRE400","400","Brevard","Male",2000,0.485746374819428,50
"BRE402","402","Brevard","Male",2000,0.677921134745702,56
"BRE403","403","Brevard","Male",2000,0.963700741063803,39
"BRE404","404","Brevard","Male",2000,0.792026995448396,2
"BRE405","405","Brevard","Male",2000,0.742592333583161,19
"BRE406","406","Brevard","Male",2000,0.942126355599612,75
"BRE407","407","Brevard","Male",2000,0.928756666602567,24
"BRE506","506","Brevard","Male",2000,0.0833921325393021,30
"BRE507","507","Brevard","Male",2000,0.923815548652783,91
"BRE508","508","Brevard","Male",2000,0.776224375935271,83
"BRE509","509","Brevard","Male",2000,0.756802267162129,42
"BRE510","510","Brevard","Male",2000,0.00244057970121503,10
"BRE511","511","Brevard","Male",2000,0.603528786217794,51
"BRE512","512","Brevard","Male",2000,0.779838410206139,40
"BRE513","513","Brevard","Male",2000,0.167628330411389,4
"BRE515","515","Brevard","Male",2000,0.156468000728637,52
"BRE516","516","Brevard","Male",2000,0.627005925634876,69
"BRE517","517","Brevard","Male",2000,0.945574422599748,12
"BRE518","518","Brevard","Male",2000,0.634590835310519,56
"BRE519","519","Brevard","Male",2000,0.32838850771077,22
"BRE520","520","Brevard","Male",2000,0.851849121972919,74
"BRE521","521","Brevard","Male",2000,0.292870252160355,93
"BRE522","522","Brevard","Male",2000,0.297599185956642,20
"BRE523","523","Brevard","Male",2000,0.281805783743039,27
"BRE524","524","Brevard","Male",2000,0.511846693698317,27
"BRE525","525","Brevard","Male",2000,0.458661079406738,88
"BRE429","429","Brevard","Male",2000,0.479876277968287,43
"BRE430","430","Brevard","Male",2000,0.517820980865508,22
"BRE431","431","Brevard","Male",2000,0.374636949505657,57
"BRE432","432","Brevard","Male",2000,0.0955272985156626,66
"BRE433","433","Brevard","Male",2000,0.0621482587885112,98
"BRE434","434","Brevard","Male",2000,0.854074591770768,57
"BRE435","435","Brevard","Male",2000,0.441360409604385,49
"BRE436","436","Brevard","Male",2000,0.980271785752848,63
"BRE437","437","Brevard","Male",2000,0.191775111481547,79
"BRE438","438","Brevard","Male",2000,0.806294040754437,51
"BRE439","439","Brevard","Male",2000,0.184033647412434,51
"BRE440","440","Brevard","Male",2000,0.860514585161582,77
"BRE441","441","Brevard","Male",2000,0.0489590922370553,77
"BRE442","442","Brevard","Male",2000,0.64381895866245,60
"BRE443","443","Brevard","Male",2000,0.203531496692449,85
"BRE500","500","Brevard","Male",2000,0.855826761340722,24
"BRE501","501","Brevard","Male",2000,0.421267063124105,16
"BRE502","502","Brevard","Male",2000,0.0579263281542808,29
"BRE503","503","Brevard","Male",2000,0.904447412351146,23
"BRE504","504","Brevard","Male",2000,0.165348113048822,82
"BRE505","505","Brevard","Male",2000,0.995398132828996,46
"BRE529","529","Brevard","Male",2000,0.185734718106687,32
"BRE530","530","Brevard","Male",2000,0.601848530117422,98
"BRE527","527","Brevard","Male",2000,0.96376316412352,51
"BRE528","528","Brevard","Male",2000,0.0634206037502736,69
"BRE531","531","Brevard","Male",2000,0.685519782127813,56
"BRE999","999","Brevard","Male",2000,0.0609729380812496,47
"BROX038","X038","Broward","Male",2000,0.651915616123006,1
"BROX039","X039","Broward","Male",2000,0.224939145613462,34
"BROX036","X036","Broward","Male",2000,0.834522048709914,57
"BROX037","X037","Broward","Male",2000,0.578943078173324,87
"BROX042","X042","Broward","Male",2000,0.441057270159945,56
"BROX043","X043","Broward","Male",2000,0.769133632536978,55
"BROX040","X040","Broward","Male",2000,0.499709559837356,62
"BROX041","X041","Broward","Male",2000,0.834453599760309,19
"BROX046","X046","Broward","Male",2000,0.902458379277959,45
"BROX047","X047","Broward","Male",2000,0.370971135096624,4
"BROX048","X048","Broward","Male",2000,0.897435488877818,98
"BROX049","X049","Broward","Male",2000,0.679945120587945,71
"BROX050","X050","Broward","Male",2000,0.717347216559574,27
"BROY001","Y001","Broward","Male",2000,0.318452070932835,31
"BROY002","Y002","Broward","Male",2000,0.835347266634926,98
"BROY003","Y003","Broward","Male",2000,0.0272677142638713,99
"BROY004","Y004","Broward","Male",2000,0.797973052365705,44
"BROE032","E032","Broward","Male",2000,0.254223486408591,53
"BROE033","E033","Broward","Male",2000,0.41639167885296,68
"BROX044","X044","Broward","Male",2000,0.42351134493947,95
"BROX045","X045","Broward","Male",2000,0.595861123641953,98
"BROT007","T007","Broward","Male",2000,0.330242314608768,53
"BROT008","T008","Broward","Male",2000,0.449967168038711,81
"BROT009","T009","Broward","Male",2000,0.0252730255015194,86
"BROT010","T010","Broward","Male",2000,0.753356280736625,59
"BROT011","T011","Broward","Male",2000,0.0819189031608403,33
"BROT012","T012","Broward","Male",2000,0.369325529783964,14
"BROT013","T013","Broward","Male",2000,0.753015130991116,7
"BROT014","T014","Broward","Male",2000,0.999866010388359,96
"BROG011","G011","Broward","Male",2000,0.43831181479618,47
"BROG012","G012","Broward","Male",2000,0.137176026822999,4
"BROG013","G013","Broward","Male",2000,0.165547799086198,87
"BROG014","G014","Broward","Male",2000,0.912716860882938,17
"BROG015","G015","Broward","Male",2000,0.161200917093083,99
"BROG016","G016","Broward","Male",2000,0.0161838305648416,67
"BROH001","H001","Broward","Male",2000,0.41314552212134,84
"BROH002","H002","Broward","Male",2000,0.993047026451677,21
"BROH003","H003","Broward","Male",2000,0.224789411295205,32
"BROH004","H004","Broward","Male",2000,0.106001493055373,20
"BROH005","H005","Broward","Male",2000,0.60440903599374,80
"BROH006","H006","Broward","Male",2000,0.287480288883671,72
"BROH007","H007","Broward","Male",2000,0.81113376095891,89
"BROH008","H008","Broward","Male",2000,0.0554282076191157,30
"BROQ060","Q060","Broward","Male",2000,0.2972954781726,4
"BROQ061","Q061","Broward","Male",2000,0.571035736938938,12
"BROQ062","Q062","Broward","Male",2000,0.351985139073804,75
"BROQ063","Q063","Broward","Male",2000,0.579838590463623,80
"BROE034","E034","Broward","Male",2000,0.483767159283161,22
"BROF001","F001","Broward","Male",2000,0.028530192328617,15
"BROF002","F002","Broward","Male",2000,0.764311657985672,47
"BROF003","F003","Broward","Male",2000,0.506578102475032,38
"BROF004","F004","Broward","Male",2000,0.382466410752386,60
"BROF005","F005","Broward","Male",2000,0.635763873113319,46
"BROF006","F006","Broward","Male",2000,0.0711274896748364,91
"BROR065","R065","Broward","Male",2000,0.69667967222631,11
"BROR066","R066","Broward","Male",2000,0.44548976002261,25
"BROR067","R067","Broward","Male",2000,0.301182766444981,77
"BROR068","R068","Broward","Male",2000,0.539466874441132,88
"BROR069","R069","Broward","Male",2000,0.982686939882115,28
"BROS001","S001","Broward","Male",2000,0.743903822964057,100
"BRON023","N023","Broward","Male",2000,0.700540294637904,63
"BRON024","N024","Broward","Male",2000,0.667084319051355,36
"BRON025","N025","Broward","Male",2000,0.54804422124289,39
"BRON026","N026","Broward","Male",2000,0.854892903240398,55
"BRON027","N027","Broward","Male",2000,0.559357074322179,72
"BRON028","N028","Broward","Male",2000,0.306606129277498,82
"BRON029","N029","Broward","Male",2000,0.0184607030823827,36
"BROP001","P001","Broward","Male",2000,0.0758829412516207,66
"BROP002","P002","Broward","Male",2000,0.466397045878693,90
"BROP003","P003","Broward","Male",2000,0.412833870388567,16
"BROP004","P004","Broward","Male",2000,0.654033267172053,28
"BROP005","P005","Broward","Male",2000,0.69487175391987,60
"BROP006","P006","Broward","Male",2000,0.419054436031729,21
"BROQ010","Q010","Broward","Male",2000,0.779022763716057,33
"BROQ020","Q020","Broward","Male",2000,0.436227589147165,2
"BROQ030","Q030","Broward","Male",2000,0.790840136585757,67
"BROQ031","Q031","Broward","Male",2000,0.784359275596216,74
"BROS002","S002","Broward","Male",2000,0.87785228760913,33
"BROS003","S003","Broward","Male",2000,0.806589761981741,3
"BROS004","S004","Broward","Male",2000,0.600315982708707,84
"BROS005","S005","Broward","Male",2000,0.356186740566045,26
"BROS006","S006","Broward","Male",2000,0.863103684736416,50
"BROF007","F007","Broward","Male",2000,0.724465839797631,32
"BROF008","F008","Broward","Male",2000,0.0403287261724472,88
"BROF009","F009","Broward","Male",2000,0.915832547936589,54
"BROF010","F010","Broward","Male",2000,0.804375376086682,73
"BROF011","F011","Broward","Male",2000,0.204584637191147,91
"BROF012","F012","Broward","Male",2000,0.747629946796224,92
"BROF013","F013","Broward","Male",2000,0.851984832435846,59
"BROF014","F014","Broward","Male",2000,0.245544426841661,81
"BROG001","G001","Broward","Male",2000,0.211470615817234,79
"BROG002","G002","Broward","Male",2000,0.357419990701601,70
"BROG003","G003","Broward","Male",2000,0.652411252725869,18
"BROY005","Y005","Broward","Male",2000,0.499437207588926,55
"BROY006","Y006","Broward","Male",2000,0.0528542010579258,65
"BROY007","Y007","Broward","Male",2000,0.261594673618674,40
"BROY008","Y008","Broward","Male",2000,0.159429417224601,49
"BROZ001","Z001","Broward","Male",2000,0.425825519487262,86
"BROZ002","Z002","Broward","Male",2000,0.716992679284886,87
"BROZ003","Z003","Broward","Male",2000,0.155926095321774,24
"BROZ004","Z004","Broward","Male",2000,0.488735125865787,44
"BROZ005","Z005","Broward","Male",2000,0.948842308251187,34
"BROL012","L012","Broward","Male",2000,0.0667888971511275,83
"BROZ073","Z073","Broward","Male",2000,0.5460452104453,53
"BROA001","A001","Broward","Male",2000,0.130800897954032,79
"BROA002","A002","Broward","Male",2000,0.977739386027679,86
"BROA003","A003","Broward","Male",2000,0.936290295561776,74
"BROA004","A004","Broward","Male",2000,0.848224139772356,12
"BROA005","A005","Broward","Male",2000,0.933384859235957,64
"BROA006","A006","Broward","Male",2000,0.390741056995466,21
"BROG004","G004","Broward","Male",2000,0.774423910770565,53
"BROG005","G005","Broward","Male",2000,0.903847062494606,40
"BROG006","G006","Broward","Male",2000,0.404912401922047,45
"BROG007","G007","Broward","Male",2000,0.699249964207411,99
"BROG008","G008","Broward","Male",2000,0.166037193732336,30
"BROG009","G009","Broward","Male",2000,0.69942445284687,96
"BROG010","G010","Broward","Male",2000,0.693961694836617,72
"BROS007","S007","Broward","Male",2000,0.498010590905324,82
"BROS008","S008","Broward","Male",2000,0.262480636592954,40
"BROS009","S009","Broward","Male",2000,0.934531596489251,14
"BROT001","T001","Broward","Male",2000,0.824902740307152,98
"BROT002","T002","Broward","Male",2000,0.220405705040321,4
"BROT003","T003","Broward","Male",2000,0.844754651421681,64
"BROT004","T004","Broward","Male",2000,0.166821122169495,96
"BROT005","T005","Broward","Male",2000,0.590256068157032,36
"BROA007","A007","Broward","Male",2000,0.51667254883796,89
"BROA008","A008","Broward","Male",2000,0.380118152592331,60
"BROA009","A009","Broward","Male",2000,0.948792145820335,43
"BROA010","A010","Broward","Male",2000,0.129493740852922,17
"BROA011","A011","Broward","Male",2000,0.855123840505257,9
"BROA012","A012","Broward","Male",2000,0.0599843775853515,26
"BROA013","A013","Broward","Male",2000,0.887748725246638,89
"BROA014","A014","Broward","Male",2000,0.0675840734038502,97
"BROQ040","Q040","Broward","Male",2000,0.456361567834392,41
"BROQ041","Q041","Broward","Male",2000,0.0292467086110264,50
"BROQ042","Q042","Broward","Male",2000,0.259169454919174,58
"BROQ043","Q043","Broward","Male",2000,0.49942828854546,45
"BROQ044","Q044","Broward","Male",2000,0.891096306731924,9
"BROQ045","Q045","Broward","Male",2000,0.12605752563104,84
"BROQ050","Q050","Broward","Male",2000,0.207720285048708,54
"BROQ051","Q051","Broward","Male",2000,0.66995370015502,80
"BROT006","T006","Broward","Male",2000,0.0193865962792188,77
"BROU009","U009","Broward","Male",2000,0.14624034636654,39
"BROU010","U010","Broward","Male",2000,0.00138103170320392,25
"BROC012","C012","Broward","Male",2000,0.956848240224645,5
"BROC013","C013","Broward","Male",2000,0.0360618620179594,21
"BROC014","C014","Broward","Male",2000,0.749228187138215,30
"BROC015","C015","Broward","Male",2000,0.696256837109104,98
"BROC016","C016","Broward","Male",2000,0.105221972567961,10
"BROC017","C017","Broward","Male",2000,0.327638394897804,33
"BROR003","R003","Broward","Male",2000,0.0466721134725958,41
"BROR004","R004","Broward","Male",2000,0.642959298565984,92
"BROR005","R005","Broward","Male",2000,0.191656177397817,60
"BROR006","R006","Broward","Male",2000,0.643044794676825,91
"BROR007","R007","Broward","Male",2000,0.507485563866794,50
"BROR008","R008","Broward","Male",2000,0.131869168486446,33
"BROR009","R009","Broward","Male",2000,0.351395216537639,48
"BROR010","R010","Broward","Male",2000,0.542698096483946,53
"BROR011","R011","Broward","Male",2000,0.17525671934709,87
"BROR012","R012","Broward","Male",2000,0.929811799200252,54
"BROU011","U011","Broward","Male",2000,0.849109236383811,75
"BROV001","V001","Broward","Male",2000,0.447177944239229,51
"BROV002","V002","Broward","Male",2000,0.652712716022506,58
"BROV003","V003","Broward","Male",2000,0.716724444180727,31
"BROV004","V004","Broward","Male",2000,0.980133439414203,24
"BROV005","V005","Broward","Male",2000,0.524525566957891,24
"BROV006","V006","Broward","Male",2000,0.810798271093518,2
"BROV007","V007","Broward","Male",2000,0.906920474488288,91
"BROQ064","Q064","Broward","Male",2000,0.500993988709524,48
"BROQ065","Q065","Broward","Male",2000,0.575379584450275,38
"BROQ066","Q066","Broward","Male",2000,0.33560691261664,73
"BROA015","A015","Broward","Male",2000,0.872648666845635,55
"BROA016","A016","Broward","Male",2000,0.477772732963786,45
"BROA017","A017","Broward","Male",2000,0.764444537926465,60
"BROA018","A018","Broward","Male",2000,0.582901073852554,96
